mean_c0,std_c0,var_c0,contrast_c0,mean_c1,std_c1,var_c1,contrast_c1,mean_c2,std_c2,var_c2,contrast_c2,support_mean_c0,support_std_c0,support_var_c0,support_contrast_c0,support_mean_c1,support_std_c1,support_var_c1,support_contrast_c1,support_mean_c2,support_std_c2,support_var_c2,support_contrast_c2,class,image_id
80.13358976403062,49.494929415678094,2449.7480378629566,254,103.56287866709184,46.88710252305978,2198.4003830079187,255,64.77568957270408,56.496692322172606,3191.876243346237,255,63.91509885204081,59.1216028656596,3495.363925404769,255,67.13841278698979,54.291779230340765,2947.597291996061,255,53.27750318877551,45.49962199835263,2070.2156019929744,255,person,000009.jpg
136.6638632015306,57.891875789793495,3351.4692824608783,255,136.64917490433675,55.882669196760354,3122.872716554549,255,109.58787069515306,65.10332719191678,4238.44321145777,255,133.90148676658163,78.22955529777728,6119.863322087994,255,114.32356106505102,76.32700820054197,5825.812180845602,255,99.2040019132653,80.18217258413007,6429.180800311221,255,person,000017.jpg
92.64353475765306,58.26157839189282,3394.411516714672,255,94.98443478954081,55.51918694337166,3082.3801188530497,255,103.14913504464286,54.49772813704649,2970.0023720994286,255,84.74083227040816,52.10302833501882,2714.7255616797743,255,92.43947305484694,48.366038912635844,2339.2737200986044,250,113.52746332908163,47.95005019150237,2299.2073133675963,253,person,000021.jpg
137.00229193239795,79.03839456881812,6247.067816016179,255,121.32150829081633,69.60860098264274,4845.357330760772,255,109.89297672193878,68.68322929963038,4717.3859870256065,255,128.21719547193877,83.71392610946003,7008.021424660134,255,115.13107860331633,73.94287906322475,5467.549364158681,255,117.8393255739796,77.23749241417897,5965.630234430354,255,person,000023.jpg
143.45894451530611,62.96714505628323,3964.8613565390133,253,146.96932796556123,63.135154296023394,3986.047707982681,248,136.0067761479592,74.78263752370724,5592.442875002185,254,93.31519052933673,68.28722643219147,4663.145293801389,255,88.31730309311224,64.40602940280205,4148.1366234346015,255,82.53814572704081,61.054569811274014,3727.6604948397326,255,person,000030.jpg
101.99123086734694,71.85232619038621,5162.7567789696595,235,135.51576450892858,75.18628379307566,5652.9772706129115,250,136.8791055484694,73.65067635261339,5424.422127197405,255,57.23770328443877,43.589104635304174,1900.0100429074957,225,60.628985969387756,22.713271050558298,515.8926818161297,152,54.89275749362245,23.524184055829224,553.38723549253,161,person,000032.jpg
109.15094866071429,57.95470801152231,3358.748180700808,255,94.97448979591837,61.116858518316,3735.270395147855,254,89.05923150510205,68.04117548794895,4629.601561781865,255,129.15523357780611,61.59198731248548,3793.5729011013723,255,118.64353475765306,60.720397253899,3686.966642671305,255,120.73054846938776,65.42298215379371,4280.16659389561,255,person,000035.jpg
68.95232780612245,66.62695481157736,4439.151107463971,255,68.8955078125,63.2780507737949,4004.1117097309657,255,68.12912547831633,64.19238394955768,4120.662157127431,255,55.67904974489796,58.63321807083347,3437.8542613419127,255,56.15543287627551,55.02811252105511,3028.0931676299015,255,53.22018494897959,54.37485107970673,2956.6244299402842,255,person,000041.jpg
98.61114875637755,54.70172084114006,2992.2782629820167,255,107.28439891581633,58.43738568611802,3414.9280458281114,253,114.06042729591837,69.06952660493383,4770.599505429663,254,103.89885602678571,56.014699837294884,3137.646597862243,255,113.36232461734694,59.92270261057013,3590.7302881548276,252,121.49093191964286,71.19945534683347,5069.362441685735,255,person,000048.jpg
120.29681521045919,47.551332219528966,2261.1291958520137,247,112.8075175382653,46.976317163973064,2206.7743742901903,248,89.23136559311224,43.9986998021524,1935.885584279926,253,118.78146922831633,64.81544375567007,4201.04174924443,255,113.4407884247449,59.5360795155227,3544.5447640786415,253,94.23672672193878,51.54369403496751,2656.752394770345,255,person,000050.jpg
